Tên công việc,Tên công ty,Nơi làm việc,Địa chỉ cụ thể,Cấp bậc,Mức lương (VND),Ngày đăng tin,Ngày hết hạn,Link
Buyer,Ellsworth Adhesives Vietnam Ltd. HCM Office,Hà Nội,"ngõ 82 Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Vietnam",Nhân viên,Thỏa thuận,2025-09-17,2025-10-17,https://www.vietnamworks.com/buyer--1958950-jv
Tổng Giám Đốc - Karofi,Tập Đoàn Karofi Holding,"Hà Nội, Hồ Chí Minh","Hudland Tower, Hoàng Liệt, Hoàng Mai, Hà Nội, Việt Nam; Lim Tower 2, 62A Cách Mạng Tháng 8, phường 6, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",Giám Đốc và Cấp Cao Hơn,10.000 - 20.000 VND,2025-09-15,2025-10-15,https://www.vietnamworks.com/tong-giam-doc-karofi--1957938-jv
Production Engineer (Senior Staff),Công Ty TNHH Seah M&S Việt Nam,Bà Rịa - Vũng Tàu," Lô F4, khu công nghiệp chuyên sâu Phú Mỹ 3, Phường Phước Hoà, Thị Xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu",Nhân viên,Thỏa thuận,2025-09-15,2025-10-15,https://www.vietnamworks.com/production-engineer-senior-staff-1957969-jv
"Senior Manager, Business Service Operations (BSO)",Công Ty TNHH LEGO Manufacturing Việt Nam,Bình Dương,"No 1, Street No 3, Hoi Nghia Ward, Tan Uyen Town, Binh Duong Province",Trưởng phòng,Thỏa thuận,2025-09-22,2025-10-22,https://www.vietnamworks.com/senior-manager-business-service-operations-bso--1960684-jv
Kỹ Sư Cơ Điện,Công Ty CP Ứng Dụng Và Phát Triển Công Nghệ Thông Tin ( AIT Corp),Hà Nội,"Tầng 5, 6 - Tòa văn phòng khu A - Số 705 Đường Lạc Long Quân - Phường Phú Thượng - Quận Tây Hồ - TP. Hà Nội",Nhân viên,16.000.000 - 25.000.000 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/ky-su-co-djien-1960664-jv
Lead Content Quản Lý & Định Hướng Phát Triển Nội Dung Truyền Thông Marketing,Công Ty TNHH Bất Động Sản Smartland,Hồ Chí Minh,"92 Nguyễn Hữu Cảnh, P22, Quận Bình Thạnh",Nhân viên,Thỏa thuận,2025-09-22,2025-10-22,https://www.vietnamworks.com/lead-content-quan-ly-andamp-djinh-huong-phat-trien-noi-dung-truyen-thong-marketing-1960652-jv
"Giám Đốc Dịch Vụ - Phòng Giao Dịch Bến Cát, CN. Bình Dương (CN25.189)",Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Bình Dương,Bình Dương ,Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/giam-djoc-dich-vu-phong-giao-dich-ben-cat-cn-binh-duong-cn25-189-1963394-jv
Giám Định Viên - 202508,"Helmsman Quality & Technology Services Co., Ltd.","Bình Dương, Hưng Yên","Bình Dương, Việt Nam; Hưng Yên, Việt Nam",Nhân viên,600 - 800 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/giam-dinh-vien-202508--1961014-jv
Senior International Sales,"Helmsman Quality & Technology Services Co., Ltd.",Hồ Chí Minh,"Tòa nhà Vạn Đạt, Lô II-1, Đường số 8, Nhóm CN 2, KCN Tân Bình, P. Tây Thạnh, Q. Tân Phú",Nhân viên,550 - 650 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/senior-international-sales--1961018-jv
Sales & Marketing Deputy Manager (Aeon Mall Thanh Hoa - 514),"AEONMALL Vietnam Co., Ltd.",Thanh Hóa,"Tầng 3, Tòa nhà Hà Thanh Plaza tại Quốc lộ 1A, Phố Minh Trại, Phường Quảng Thành, Thành phố Thanh Hóa, Tỉnh Thanh Hóa",Trưởng phòng,1.200 - 1.600 VND,2025-09-09,2025-10-09,https://www.vietnamworks.com/sales-and-marketing-deputy-manager-aeon-mall-thanh-hoa-514-1955477-jv
Buyer,Ellsworth Adhesives Vietnam Ltd. HCM Office,Hà Nội,"ngõ 82 Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Vietnam",Nhân viên,Thỏa thuận,2025-09-17,2025-10-17,https://www.vietnamworks.com/buyer--1958950-jv
Tổng Giám Đốc - Karofi,Tập Đoàn Karofi Holding,"Hà Nội, Hồ Chí Minh","Hudland Tower, Hoàng Liệt, Hoàng Mai, Hà Nội, Việt Nam; Lim Tower 2, 62A Cách Mạng Tháng 8, phường 6, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",Giám Đốc và Cấp Cao Hơn,10.000 - 20.000 VND,2025-09-15,2025-10-15,https://www.vietnamworks.com/tong-giam-doc-karofi--1957938-jv
Production Engineer (Senior Staff),Công Ty TNHH Seah M&S Việt Nam,Bà Rịa - Vũng Tàu," Lô F4, khu công nghiệp chuyên sâu Phú Mỹ 3, Phường Phước Hoà, Thị Xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu",Nhân viên,Thỏa thuận,2025-09-15,2025-10-15,https://www.vietnamworks.com/production-engineer-senior-staff-1957969-jv
"Senior Manager, Business Service Operations (BSO)",Công Ty TNHH LEGO Manufacturing Việt Nam,Bình Dương,"No 1, Street No 3, Hoi Nghia Ward, Tan Uyen Town, Binh Duong Province",Trưởng phòng,Thỏa thuận,2025-09-22,2025-10-22,https://www.vietnamworks.com/senior-manager-business-service-operations-bso--1960684-jv
Kỹ Sư Cơ Điện,Công Ty CP Ứng Dụng Và Phát Triển Công Nghệ Thông Tin ( AIT Corp),Hà Nội,"Tầng 5, 6 - Tòa văn phòng khu A - Số 705 Đường Lạc Long Quân - Phường Phú Thượng - Quận Tây Hồ - TP. Hà Nội",Nhân viên,16.000.000 - 25.000.000 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/ky-su-co-djien-1960664-jv
Lead Content Quản Lý & Định Hướng Phát Triển Nội Dung Truyền Thông Marketing,Công Ty TNHH Bất Động Sản Smartland,Hồ Chí Minh,"92 Nguyễn Hữu Cảnh, P22, Quận Bình Thạnh",Nhân viên,Thỏa thuận,2025-09-22,2025-10-22,https://www.vietnamworks.com/lead-content-quan-ly-andamp-djinh-huong-phat-trien-noi-dung-truyen-thong-marketing-1960652-jv
"Giám Đốc Dịch Vụ - Phòng Giao Dịch Bến Cát, CN. Bình Dương (CN25.189)",Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Bình Dương,Bình Dương ,Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/giam-djoc-dich-vu-phong-giao-dich-ben-cat-cn-binh-duong-cn25-189-1963394-jv
Giám Định Viên - 202508,"Helmsman Quality & Technology Services Co., Ltd.","Bình Dương, Hưng Yên","Bình Dương, Việt Nam; Hưng Yên, Việt Nam",Nhân viên,600 - 800 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/giam-dinh-vien-202508--1961014-jv
Senior International Sales,"Helmsman Quality & Technology Services Co., Ltd.",Hồ Chí Minh,"Tòa nhà Vạn Đạt, Lô II-1, Đường số 8, Nhóm CN 2, KCN Tân Bình, P. Tây Thạnh, Q. Tân Phú",Nhân viên,550 - 650 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/senior-international-sales--1961018-jv
Sales & Marketing Deputy Manager (Aeon Mall Thanh Hoa - 514),"AEONMALL Vietnam Co., Ltd.",Thanh Hóa,"Tầng 3, Tòa nhà Hà Thanh Plaza tại Quốc lộ 1A, Phố Minh Trại, Phường Quảng Thành, Thành phố Thanh Hóa, Tỉnh Thanh Hóa",Trưởng phòng,1.200 - 1.600 VND,2025-09-09,2025-10-09,https://www.vietnamworks.com/sales-and-marketing-deputy-manager-aeon-mall-thanh-hoa-514-1955477-jv
Buyer,Ellsworth Adhesives Vietnam Ltd. HCM Office,Hà Nội,"ngõ 82 Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Vietnam",Nhân viên,Thỏa thuận,2025-09-17,2025-10-17,https://www.vietnamworks.com/buyer--1958950-jv
Nhân Viên Tư Vấn Giải Pháp Thông Minh Smartlab,"Công Ty TNHH Thiết Bị Minh Tâm (Mitalab Co., Ltd)",Hồ Chí Minh,"Mitalab Building, 379-383B-385 Cong Hoa, Ward 13, Tan Binh District, HCMC",Nhân viên,Thỏa thuận,2025-09-05,2025-10-05,https://www.vietnamworks.com/nhan-vien-tu-van-giai-phap-thong-minh-smartlab-1937111-jv
Nhân Viên Kiểm Soát Tài Chính,"Công Ty TNHH Thiết Bị Minh Tâm (Mitalab Co., Ltd)",Hà Nội,"Tòa nhà Mitalab, số 76 Giảng Võ, Đống Đa, Hà Nội.",Nhân viên,Lên đến 1.200 VND,2025-09-05,2025-10-05,https://www.vietnamworks.com/nhan-vien-kiem-soat-tai-chinh--1954267-jv
Chuyên Viên Tuyển Dụng,Công Ty Phát Triển Trạm Sạc Toàn Cầu V-Green,Hà Nội,"Vincom Plaza Long Biên, Phố Chu Huy Mân, Vinhomes Riverside, Phúc Lợi, Long Biên, Hanoi, Vietnam",Nhân viên,Thỏa thuận,2025-09-06,2025-10-06,https://www.vietnamworks.com/chuyen-vien-tuyen-dung--1954778-jv
Accounting Manager (Working Time: From Monday to Friday),"Hino Motors Vietnam, LTD.",Hà Nội,"Ngoc Hoi, Hoang Mai, Hanoi City",Trưởng phòng,Thỏa thuận,2025-09-11,2025-10-11,https://www.vietnamworks.com/accounting-manager-working-time-from-monday-to-friday-1956610-jv
Transformer Test Engineer,Hitachi Energy Vietnam,Bắc Ninh,"Bac Ninh, Bắc Ninh, Vietnam",Nhân viên,Thỏa thuận,2025-09-15,2025-10-15,https://www.vietnamworks.com/transformer-test-engineer-1957780-jv
"Giám Đốc Dịch Vụ - Phòng Giao Dịch Bến Cát, CN. Bình Dương (CN25.189)",Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Bình Dương,Bình Dương ,Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/giam-djoc-dich-vu-phong-giao-dich-ben-cat-cn-binh-duong-cn25-189-1963394-jv
Giám Định Viên - 202508,"Helmsman Quality & Technology Services Co., Ltd.","Bình Dương, Hưng Yên","Bình Dương, Việt Nam; Hưng Yên, Việt Nam",Nhân viên,600 - 800 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/giam-dinh-vien-202508--1961014-jv
Senior International Sales,"Helmsman Quality & Technology Services Co., Ltd.",Hồ Chí Minh,"Tòa nhà Vạn Đạt, Lô II-1, Đường số 8, Nhóm CN 2, KCN Tân Bình, P. Tây Thạnh, Q. Tân Phú",Nhân viên,550 - 650 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/senior-international-sales--1961018-jv
Sales & Marketing Deputy Manager (Aeon Mall Thanh Hoa - 514),"AEONMALL Vietnam Co., Ltd.",Thanh Hóa,"Tầng 3, Tòa nhà Hà Thanh Plaza tại Quốc lộ 1A, Phố Minh Trại, Phường Quảng Thành, Thành phố Thanh Hóa, Tỉnh Thanh Hóa",Trưởng phòng,1.200 - 1.600 VND,2025-09-09,2025-10-09,https://www.vietnamworks.com/sales-and-marketing-deputy-manager-aeon-mall-thanh-hoa-514-1955477-jv
Buyer,Ellsworth Adhesives Vietnam Ltd. HCM Office,Hà Nội,"ngõ 82 Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Vietnam",Nhân viên,Thỏa thuận,2025-09-17,2025-10-17,https://www.vietnamworks.com/buyer--1958950-jv
Nhân Viên Tư Vấn Giải Pháp Thông Minh Smartlab,"Công Ty TNHH Thiết Bị Minh Tâm (Mitalab Co., Ltd)",Hồ Chí Minh,"Mitalab Building, 379-383B-385 Cong Hoa, Ward 13, Tan Binh District, HCMC",Nhân viên,Thỏa thuận,2025-09-05,2025-10-05,https://www.vietnamworks.com/nhan-vien-tu-van-giai-phap-thong-minh-smartlab-1937111-jv
Nhân Viên Kiểm Soát Tài Chính,"Công Ty TNHH Thiết Bị Minh Tâm (Mitalab Co., Ltd)",Hà Nội,"Tòa nhà Mitalab, số 76 Giảng Võ, Đống Đa, Hà Nội.",Nhân viên,Lên đến 1.200 VND,2025-09-05,2025-10-05,https://www.vietnamworks.com/nhan-vien-kiem-soat-tai-chinh--1954267-jv
Chuyên Viên Tuyển Dụng,Công Ty Phát Triển Trạm Sạc Toàn Cầu V-Green,Hà Nội,"Vincom Plaza Long Biên, Phố Chu Huy Mân, Vinhomes Riverside, Phúc Lợi, Long Biên, Hanoi, Vietnam",Nhân viên,Thỏa thuận,2025-09-06,2025-10-06,https://www.vietnamworks.com/chuyen-vien-tuyen-dung--1954778-jv
Accounting Manager (Working Time: From Monday to Friday),"Hino Motors Vietnam, LTD.",Hà Nội,"Ngoc Hoi, Hoang Mai, Hanoi City",Trưởng phòng,Thỏa thuận,2025-09-11,2025-10-11,https://www.vietnamworks.com/accounting-manager-working-time-from-monday-to-friday-1956610-jv
Transformer Test Engineer,Hitachi Energy Vietnam,Bắc Ninh,"Bac Ninh, Bắc Ninh, Vietnam",Nhân viên,Thỏa thuận,2025-09-15,2025-10-15,https://www.vietnamworks.com/transformer-test-engineer-1957780-jv
"Giám Đốc Dịch Vụ - Phòng Giao Dịch Bến Cát, CN. Bình Dương (CN25.189)",Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Bình Dương,Bình Dương ,Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/giam-djoc-dich-vu-phong-giao-dich-ben-cat-cn-binh-duong-cn25-189-1963394-jv
Giám Định Viên - 202508,"Helmsman Quality & Technology Services Co., Ltd.","Bình Dương, Hưng Yên","Bình Dương, Việt Nam; Hưng Yên, Việt Nam",Nhân viên,600 - 800 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/giam-dinh-vien-202508--1961014-jv
Senior International Sales,"Helmsman Quality & Technology Services Co., Ltd.",Hồ Chí Minh,"Tòa nhà Vạn Đạt, Lô II-1, Đường số 8, Nhóm CN 2, KCN Tân Bình, P. Tây Thạnh, Q. Tân Phú",Nhân viên,550 - 650 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/senior-international-sales--1961018-jv
Sales & Marketing Deputy Manager (Aeon Mall Thanh Hoa - 514),"AEONMALL Vietnam Co., Ltd.",Thanh Hóa,"Tầng 3, Tòa nhà Hà Thanh Plaza tại Quốc lộ 1A, Phố Minh Trại, Phường Quảng Thành, Thành phố Thanh Hóa, Tỉnh Thanh Hóa",Trưởng phòng,1.200 - 1.600 VND,2025-09-09,2025-10-09,https://www.vietnamworks.com/sales-and-marketing-deputy-manager-aeon-mall-thanh-hoa-514-1955477-jv
Buyer,Ellsworth Adhesives Vietnam Ltd. HCM Office,Hà Nội,"ngõ 82 Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Vietnam",Nhân viên,Thỏa thuận,2025-09-17,2025-10-17,https://www.vietnamworks.com/buyer--1958950-jv
Tổng Giám Đốc - Karofi,Tập Đoàn Karofi Holding,"Hà Nội, Hồ Chí Minh","Hudland Tower, Hoàng Liệt, Hoàng Mai, Hà Nội, Việt Nam; Lim Tower 2, 62A Cách Mạng Tháng 8, phường 6, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",Giám Đốc và Cấp Cao Hơn,10.000 - 20.000 VND,2025-09-15,2025-10-15,https://www.vietnamworks.com/tong-giam-doc-karofi--1957938-jv
Production Engineer (Senior Staff),Công Ty TNHH Seah M&S Việt Nam,Bà Rịa - Vũng Tàu," Lô F4, khu công nghiệp chuyên sâu Phú Mỹ 3, Phường Phước Hoà, Thị Xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu",Nhân viên,Thỏa thuận,2025-09-15,2025-10-15,https://www.vietnamworks.com/production-engineer-senior-staff-1957969-jv
"Senior Manager, Business Service Operations (BSO)",Công Ty TNHH LEGO Manufacturing Việt Nam,Bình Dương,"No 1, Street No 3, Hoi Nghia Ward, Tan Uyen Town, Binh Duong Province",Trưởng phòng,Thỏa thuận,2025-09-22,2025-10-22,https://www.vietnamworks.com/senior-manager-business-service-operations-bso--1960684-jv
Kỹ Sư Cơ Điện,Công Ty CP Ứng Dụng Và Phát Triển Công Nghệ Thông Tin ( AIT Corp),Hà Nội,"Tầng 5, 6 - Tòa văn phòng khu A - Số 705 Đường Lạc Long Quân - Phường Phú Thượng - Quận Tây Hồ - TP. Hà Nội",Nhân viên,16.000.000 - 25.000.000 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/ky-su-co-djien-1960664-jv
Lead Content Quản Lý & Định Hướng Phát Triển Nội Dung Truyền Thông Marketing,Công Ty TNHH Bất Động Sản Smartland,Hồ Chí Minh,"92 Nguyễn Hữu Cảnh, P22, Quận Bình Thạnh",Nhân viên,Thỏa thuận,2025-09-22,2025-10-22,https://www.vietnamworks.com/lead-content-quan-ly-andamp-djinh-huong-phat-trien-noi-dung-truyen-thong-marketing-1960652-jv
"Giám Đốc Dịch Vụ - Phòng Giao Dịch Bến Cát, CN. Bình Dương (CN25.189)",Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Bình Dương,Bình Dương ,Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/giam-djoc-dich-vu-phong-giao-dich-ben-cat-cn-binh-duong-cn25-189-1963394-jv
Giám Định Viên - 202508,"Helmsman Quality & Technology Services Co., Ltd.","Bình Dương, Hưng Yên","Bình Dương, Việt Nam; Hưng Yên, Việt Nam",Nhân viên,600 - 800 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/giam-dinh-vien-202508--1961014-jv
Senior International Sales,"Helmsman Quality & Technology Services Co., Ltd.",Hồ Chí Minh,"Tòa nhà Vạn Đạt, Lô II-1, Đường số 8, Nhóm CN 2, KCN Tân Bình, P. Tây Thạnh, Q. Tân Phú",Nhân viên,550 - 650 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/senior-international-sales--1961018-jv
Sales & Marketing Deputy Manager (Aeon Mall Thanh Hoa - 514),"AEONMALL Vietnam Co., Ltd.",Thanh Hóa,"Tầng 3, Tòa nhà Hà Thanh Plaza tại Quốc lộ 1A, Phố Minh Trại, Phường Quảng Thành, Thành phố Thanh Hóa, Tỉnh Thanh Hóa",Trưởng phòng,1.200 - 1.600 VND,2025-09-09,2025-10-09,https://www.vietnamworks.com/sales-and-marketing-deputy-manager-aeon-mall-thanh-hoa-514-1955477-jv
Buyer,Ellsworth Adhesives Vietnam Ltd. HCM Office,Hà Nội,"ngõ 82 Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Vietnam",Nhân viên,Thỏa thuận,2025-09-17,2025-10-17,https://www.vietnamworks.com/buyer--1958950-jv
Tổng Giám Đốc - Karofi,Tập Đoàn Karofi Holding,"Hà Nội, Hồ Chí Minh","Hudland Tower, Hoàng Liệt, Hoàng Mai, Hà Nội, Việt Nam; Lim Tower 2, 62A Cách Mạng Tháng 8, phường 6, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",Giám Đốc và Cấp Cao Hơn,10.000 - 20.000 VND,2025-09-15,2025-10-15,https://www.vietnamworks.com/tong-giam-doc-karofi--1957938-jv
Production Engineer (Senior Staff),Công Ty TNHH Seah M&S Việt Nam,Bà Rịa - Vũng Tàu," Lô F4, khu công nghiệp chuyên sâu Phú Mỹ 3, Phường Phước Hoà, Thị Xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu",Nhân viên,Thỏa thuận,2025-09-15,2025-10-15,https://www.vietnamworks.com/production-engineer-senior-staff-1957969-jv
"Senior Manager, Business Service Operations (BSO)",Công Ty TNHH LEGO Manufacturing Việt Nam,Bình Dương,"No 1, Street No 3, Hoi Nghia Ward, Tan Uyen Town, Binh Duong Province",Trưởng phòng,Thỏa thuận,2025-09-22,2025-10-22,https://www.vietnamworks.com/senior-manager-business-service-operations-bso--1960684-jv
Kỹ Sư Cơ Điện,Công Ty CP Ứng Dụng Và Phát Triển Công Nghệ Thông Tin ( AIT Corp),Hà Nội,"Tầng 5, 6 - Tòa văn phòng khu A - Số 705 Đường Lạc Long Quân - Phường Phú Thượng - Quận Tây Hồ - TP. Hà Nội",Nhân viên,16.000.000 - 25.000.000 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/ky-su-co-djien-1960664-jv
Lead Content Quản Lý & Định Hướng Phát Triển Nội Dung Truyền Thông Marketing,Công Ty TNHH Bất Động Sản Smartland,Hồ Chí Minh,"92 Nguyễn Hữu Cảnh, P22, Quận Bình Thạnh",Nhân viên,Thỏa thuận,2025-09-22,2025-10-22,https://www.vietnamworks.com/lead-content-quan-ly-andamp-djinh-huong-phat-trien-noi-dung-truyen-thong-marketing-1960652-jv
"Giám Đốc Dịch Vụ - Phòng Giao Dịch Bến Cát, CN. Bình Dương (CN25.189)",Ngân Hàng Thương Mại Cổ Phần Quân Đội - MB,Bình Dương,Bình Dương ,Trưởng phòng,Thỏa thuận,2025-09-29,2025-10-29,https://www.vietnamworks.com/giam-djoc-dich-vu-phong-giao-dich-ben-cat-cn-binh-duong-cn25-189-1963394-jv
Giám Định Viên - 202508,"Helmsman Quality & Technology Services Co., Ltd.","Bình Dương, Hưng Yên","Bình Dương, Việt Nam; Hưng Yên, Việt Nam",Nhân viên,600 - 800 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/giam-dinh-vien-202508--1961014-jv
Senior International Sales,"Helmsman Quality & Technology Services Co., Ltd.",Hồ Chí Minh,"Tòa nhà Vạn Đạt, Lô II-1, Đường số 8, Nhóm CN 2, KCN Tân Bình, P. Tây Thạnh, Q. Tân Phú",Nhân viên,550 - 650 VND,2025-09-22,2025-10-22,https://www.vietnamworks.com/senior-international-sales--1961018-jv
Sales & Marketing Deputy Manager (Aeon Mall Thanh Hoa - 514),"AEONMALL Vietnam Co., Ltd.",Thanh Hóa,"Tầng 3, Tòa nhà Hà Thanh Plaza tại Quốc lộ 1A, Phố Minh Trại, Phường Quảng Thành, Thành phố Thanh Hóa, Tỉnh Thanh Hóa",Trưởng phòng,1.200 - 1.600 VND,2025-09-09,2025-10-09,https://www.vietnamworks.com/sales-and-marketing-deputy-manager-aeon-mall-thanh-hoa-514-1955477-jv
Buyer,Ellsworth Adhesives Vietnam Ltd. HCM Office,Hà Nội,"ngõ 82 Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Vietnam",Nhân viên,Thỏa thuận,2025-09-17,2025-10-17,https://www.vietnamworks.com/buyer--1958950-jv
Nhân Viên Tư Vấn Giải Pháp Thông Minh Smartlab,"Công Ty TNHH Thiết Bị Minh Tâm (Mitalab Co., Ltd)",Hồ Chí Minh,"Mitalab Building, 379-383B-385 Cong Hoa, Ward 13, Tan Binh District, HCMC",Nhân viên,Thỏa thuận,2025-09-05,2025-10-05,https://www.vietnamworks.com/nhan-vien-tu-van-giai-phap-thong-minh-smartlab-1937111-jv
Nhân Viên Kiểm Soát Tài Chính,"Công Ty TNHH Thiết Bị Minh Tâm (Mitalab Co., Ltd)",Hà Nội,"Tòa nhà Mitalab, số 76 Giảng Võ, Đống Đa, Hà Nội.",Nhân viên,Lên đến 1.200 VND,2025-09-05,2025-10-05,https://www.vietnamworks.com/nhan-vien-kiem-soat-tai-chinh--1954267-jv
Chuyên Viên Tuyển Dụng,Công Ty Phát Triển Trạm Sạc Toàn Cầu V-Green,Hà Nội,"Vincom Plaza Long Biên, Phố Chu Huy Mân, Vinhomes Riverside, Phúc Lợi, Long Biên, Hanoi, Vietnam",Nhân viên,Thỏa thuận,2025-09-06,2025-10-06,https://www.vietnamworks.com/chuyen-vien-tuyen-dung--1954778-jv
Accounting Manager (Working Time: From Monday to Friday),"Hino Motors Vietnam, LTD.",Hà Nội,"Ngoc Hoi, Hoang Mai, Hanoi City",Trưởng phòng,Thỏa thuận,2025-09-11,2025-10-11,https://www.vietnamworks.com/accounting-manager-working-time-from-monday-to-friday-1956610-jv
